========================================================================================================================
DIM_LOCATION - DANH SÁCH ĐẦY ĐỦ TẤT CẢ QUẬN/HUYỆN VIỆT NAM
Exported: 2025-11-01 11:24:14
Total Districts: 691
========================================================================================================================

TỔNG HỢP THEO TỈNH/THÀNH:
------------------------------------------------------------------------------------------------------------------------
[  1] Thành phố Hà Nội               | Miền Bắc        | 30 quận/huyện
[  2] Tỉnh Hà Giang                  | Miền Bắc        | 11 quận/huyện
[  4] Tỉnh Cao Bằng                  | Miền Bắc        | 10 quận/huyện
[  6] Tỉnh Bắc Kạn                   | Miền Bắc        |  8 quận/huyện
[  8] Tỉnh Tuyên Quang               | Miền Bắc        |  7 quận/huyện
[ 10] Tỉnh Lào Cai                   | Miền Bắc        |  9 quận/huyện
[ 11] Tỉnh Điện Biên                 | Miền Bắc        | 10 quận/huyện
[ 12] Tỉnh Lai Châu                  | Miền Bắc        |  8 quận/huyện
[ 14] Tỉnh Sơn La                    | Miền Bắc        | 12 quận/huyện
[ 15] Tỉnh Yên Bái                   | Miền Bắc        |  9 quận/huyện
[ 17] Tỉnh Hoà Bình                  | Miền Bắc        | 10 quận/huyện
[ 19] Tỉnh Thái Nguyên               | Miền Bắc        |  9 quận/huyện
[ 20] Tỉnh Lạng Sơn                  | Miền Bắc        | 11 quận/huyện
[ 22] Tỉnh Quảng Ninh                | Miền Bắc        | 13 quận/huyện
[ 24] Tỉnh Bắc Giang                 | Miền Bắc        | 10 quận/huyện
[ 25] Tỉnh Phú Thọ                   | Miền Bắc        | 13 quận/huyện
[ 26] Tỉnh Vĩnh Phúc                 | Miền Bắc        |  9 quận/huyện
[ 27] Tỉnh Bắc Ninh                  | Miền Bắc        |  8 quận/huyện
[ 30] Tỉnh Hải Dương                 | Miền Bắc        | 12 quận/huyện
[ 31] Thành phố Hải Phòng            | Không xác định  | 14 quận/huyện
[ 33] Tỉnh Hưng Yên                  | Miền Bắc        | 10 quận/huyện
[ 34] Tỉnh Thái Bình                 | Miền Bắc        |  8 quận/huyện
[ 35] Tỉnh Hà Nam                    | Miền Bắc        |  6 quận/huyện
[ 36] Tỉnh Nam Định                  | Miền Bắc        |  9 quận/huyện
[ 37] Tỉnh Ninh Bình                 | Không xác định  |  7 quận/huyện
[ 38] Tỉnh Thanh Hóa                 | Miền Trung      | 26 quận/huyện
[ 40] Tỉnh Nghệ An                   | Miền Trung      | 20 quận/huyện
[ 42] Tỉnh Hà Tĩnh                   | Miền Trung      | 12 quận/huyện
[ 44] Tỉnh Quảng Bình                | Miền Trung      |  8 quận/huyện
[ 45] Tỉnh Quảng Trị                 | Miền Trung      |  9 quận/huyện
[ 46] Thành phố Huế                  | Miền Trung      |  9 quận/huyện
[ 48] Thành phố Đà Nẵng              | Miền Trung      |  7 quận/huyện
[ 49] Tỉnh Quảng Nam                 | Miền Trung      | 17 quận/huyện
[ 51] Tỉnh Quảng Ngãi                | Miền Trung      | 12 quận/huyện
[ 52] Tỉnh Bình Định                 | Miền Trung      | 11 quận/huyện
[ 54] Tỉnh Phú Yên                   | Miền Trung      |  9 quận/huyện
[ 56] Tỉnh Khánh Hòa                 | Miền Trung      |  9 quận/huyện
[ 58] Tỉnh Ninh Thuận                | Miền Trung      |  7 quận/huyện
[ 60] Tỉnh Bình Thuận                | Miền Trung      | 10 quận/huyện
[ 62] Tỉnh Kon Tum                   | Miền Trung      | 10 quận/huyện
[ 64] Tỉnh Gia Lai                   | Miền Nam        | 17 quận/huyện
[ 66] Tỉnh Đắk Lắk                   | Miền Nam        | 15 quận/huyện
[ 67] Tỉnh Đắk Nông                  | Miền Nam        |  8 quận/huyện
[ 68] Tỉnh Lâm Đồng                  | Miền Nam        | 10 quận/huyện
[ 70] Tỉnh Bình Phước                | Miền Nam        | 11 quận/huyện
[ 72] Tỉnh Tây Ninh                  | Miền Nam        |  9 quận/huyện
[ 74] Tỉnh Bình Dương                | Miền Nam        |  9 quận/huyện
[ 75] Tỉnh Đồng Nai                  | Miền Nam        | 11 quận/huyện
[ 77] Tỉnh Bà Rịa - Vũng Tàu         | Miền Nam        |  6 quận/huyện
[ 79] Thành phố Hồ Chí Minh          | Miền Nam        | 22 quận/huyện
[ 80] Tỉnh Long An                   | Miền Nam        | 15 quận/huyện
[ 82] Tỉnh Tiền Giang                | Miền Nam        | 11 quận/huyện
[ 83] Tỉnh Bến Tre                   | Miền Nam        |  9 quận/huyện
[ 84] Tỉnh Trà Vinh                  | Miền Nam        |  9 quận/huyện
[ 86] Tỉnh Vĩnh Long                 | Miền Nam        |  8 quận/huyện
[ 87] Tỉnh Đồng Tháp                 | Miền Nam        | 12 quận/huyện
[ 89] Tỉnh An Giang                  | Miền Nam        | 11 quận/huyện
[ 91] Tỉnh Kiên Giang                | Miền Nam        | 15 quận/huyện
[ 92] Thành phố Cần Thơ              | Miền Nam        |  9 quận/huyện
[ 93] Tỉnh Hậu Giang                 | Miền Nam        |  8 quận/huyện
[ 94] Tỉnh Sóc Trăng                 | Miền Nam        | 11 quận/huyện
[ 95] Tỉnh Bạc Liêu                  | Miền Nam        |  7 quận/huyện
[ 96] Tỉnh Cà Mau                    | Miền Nam        |  9 quận/huyện

========================================================================================================================

CHI TIẾT TẤT CẢ QUẬN/HUYỆN:
------------------------------------------------------------------------------------------------------------------------
P.Code  Province Name                 D.Code  District Name                      Region         Phone   Type        Urban       Major 
24      Tỉnh Bắc Giang                222     Thị xã Việt Yên                    Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                223     Huyện Hiệp Hòa                     Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                224     Thị xã Chũ                         Miền Bắc       204     huyện       Khác        False 
25      Tỉnh Phú Thọ                  227     Thành phố Việt Trì                 Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  228     Thị xã Phú Thọ                     Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  230     Huyện Đoan Hùng                    Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  231     Huyện Hạ Hoà                       Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  232     Huyện Thanh Ba                     Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  233     Huyện Phù Ninh                     Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  234     Huyện Yên Lập                      Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  235     Huyện Cẩm Khê                      Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  236     Huyện Tam Nông                     Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  237     Huyện Lâm Thao                     Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  238     Huyện Thanh Sơn                    Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  239     Huyện Thanh Thuỷ                   Miền Bắc       210     huyện       Khác        False 
25      Tỉnh Phú Thọ                  240     Huyện Tân Sơn                      Miền Bắc       210     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                243     Thành phố Vĩnh Yên                 Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                244     Thành phố Phúc Yên                 Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                246     Huyện Lập Thạch                    Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                247     Huyện Tam Dương                    Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                248     Huyện Tam Đảo                      Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                249     Huyện Bình Xuyên                   Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                251     Huyện Yên Lạc                      Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                252     Huyện Vĩnh Tường                   Miền Bắc       211     huyện       Khác        False 
26      Tỉnh Vĩnh Phúc                253     Huyện Sông Lô                      Miền Bắc       211     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 256     Thành phố Bắc Ninh                 Miền Bắc       222     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 258     Huyện Yên Phong                    Miền Bắc       222     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 259     Thị xã Quế Võ                      Miền Bắc       222     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 260     Huyện Tiên Du                      Miền Bắc       222     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 261     Thành phố Từ Sơn                   Miền Bắc       222     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 262     Thị xã Thuận Thành                 Miền Bắc       222     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 263     Huyện Gia Bình                     Miền Bắc       222     huyện       Khác        False 
27      Tỉnh Bắc Ninh                 264     Huyện Lương Tài                    Miền Bắc       222     huyện       Khác        False 
30      Tỉnh Hải Dương                288     Thành phố Hải Dương                Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                290     Thành phố Chí Linh                 Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                291     Huyện Nam Sách                     Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                292     Thị xã Kinh Môn                    Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                293     Huyện Kim Thành                    Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                294     Huyện Thanh Hà                     Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                295     Huyện Cẩm Giàng                    Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                296     Huyện Bình Giang                   Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                297     Huyện Gia Lộc                      Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                298     Huyện Tứ Kỳ                        Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                299     Huyện Ninh Giang                   Miền Bắc       220     huyện       Khác        False 
30      Tỉnh Hải Dương                300     Huyện Thanh Miện                   Miền Bắc       220     huyện       Khác        False 
31      Thành phố Hải Phòng           303     Quận Hồng Bàng                     Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           304     Quận Ngô Quyền                     Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           305     Quận Lê Chân                       Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           306     Quận Hải An                        Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           307     Quận Kiến An                       Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           308     Quận Đồ Sơn                        Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           309     Quận Dương Kinh                    Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           311     Thành phố Thuỷ Nguyên              Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           312     Quận An Dương                      Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           313     Huyện An Lão                       Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           314     Huyện Kiến Thuỵ                    Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           315     Huyện Tiên Lãng                    Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           316     Huyện Vĩnh Bảo                     Không xác định 225     huyện       Khác        False 
31      Thành phố Hải Phòng           317     Huyện Cát Hải                      Không xác định 225     huyện       Khác        False 
33      Tỉnh Hưng Yên                 323     Thành phố Hưng Yên                 Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 325     Huyện Văn Lâm                      Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 326     Huyện Văn Giang                    Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 327     Huyện Yên Mỹ                       Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 328     Thị xã Mỹ Hào                      Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 329     Huyện Ân Thi                       Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 330     Huyện Khoái Châu                   Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 331     Huyện Kim Động                     Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 332     Huyện Tiên Lữ                      Miền Bắc       221     huyện       Khác        False 
33      Tỉnh Hưng Yên                 333     Huyện Phù Cừ                       Miền Bắc       221     huyện       Khác        False 
34      Tỉnh Thái Bình                336     Thành phố Thái Bình                Miền Bắc       227     huyện       Khác        False 
34      Tỉnh Thái Bình                338     Huyện Quỳnh Phụ                    Miền Bắc       227     huyện       Khác        False 
34      Tỉnh Thái Bình                339     Huyện Hưng Hà                      Miền Bắc       227     huyện       Khác        False 
34      Tỉnh Thái Bình                340     Huyện Đông Hưng                    Miền Bắc       227     huyện       Khác        False 
34      Tỉnh Thái Bình                341     Huyện Thái Thụy                    Miền Bắc       227     huyện       Khác        False 
34      Tỉnh Thái Bình                342     Huyện Tiền Hải                     Miền Bắc       227     huyện       Khác        False 
34      Tỉnh Thái Bình                343     Huyện Kiến Xương                   Miền Bắc       227     huyện       Khác        False 
34      Tỉnh Thái Bình                344     Huyện Vũ Thư                       Miền Bắc       227     huyện       Khác        False 
35      Tỉnh Hà Nam                   347     Thành phố Phủ Lý                   Miền Bắc       226     huyện       Khác        False 
35      Tỉnh Hà Nam                   349     Thị xã Duy Tiên                    Miền Bắc       226     huyện       Khác        False 
35      Tỉnh Hà Nam                   350     Thị xã Kim Bảng                    Miền Bắc       226     huyện       Khác        False 
35      Tỉnh Hà Nam                   351     Huyện Thanh Liêm                   Miền Bắc       226     huyện       Khác        False 
35      Tỉnh Hà Nam                   352     Huyện Bình Lục                     Miền Bắc       226     huyện       Khác        False 
35      Tỉnh Hà Nam                   353     Huyện Lý Nhân                      Miền Bắc       226     huyện       Khác        False 
36      Tỉnh Nam Định                 356     Thành phố Nam Định                 Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 359     Huyện Vụ Bản                       Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 360     Huyện Ý Yên                        Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 361     Huyện Nghĩa Hưng                   Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 362     Huyện Nam Trực                     Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 363     Huyện Trực Ninh                    Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 364     Huyện Xuân Trường                  Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 365     Huyện Giao Thủy                    Miền Bắc       228     huyện       Khác        False 
36      Tỉnh Nam Định                 366     Huyện Hải Hậu                      Miền Bắc       228     huyện       Khác        False 
37      Tỉnh Ninh Bình                370     Thành phố Tam Điệp                 Không xác định 229     huyện       Khác        False 
37      Tỉnh Ninh Bình                372     Huyện Nho Quan                     Không xác định 229     huyện       Khác        False 
37      Tỉnh Ninh Bình                373     Huyện Gia Viễn                     Không xác định 229     huyện       Khác        False 
37      Tỉnh Ninh Bình                374     Thành phố Hoa Lư                   Không xác định 229     huyện       Khác        False 
37      Tỉnh Ninh Bình                375     Huyện Yên Khánh                    Không xác định 229     huyện       Khác        False 
37      Tỉnh Ninh Bình                376     Huyện Kim Sơn                      Không xác định 229     huyện       Khác        False 
37      Tỉnh Ninh Bình                377     Huyện Yên Mô                       Không xác định 229     huyện       Khác        False 
38      Tỉnh Thanh Hóa                380     Thành phố Thanh Hóa                Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                381     Thị xã Bỉm Sơn                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                382     Thành phố Sầm Sơn                  Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                384     Huyện Mường Lát                    Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                385     Huyện Quan Hóa                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                386     Huyện Bá Thước                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                387     Huyện Quan Sơn                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                388     Huyện Lang Chánh                   Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                389     Huyện Ngọc Lặc                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                390     Huyện Cẩm Thủy                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                391     Huyện Thạch Thành                  Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                392     Huyện Hà Trung                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                393     Huyện Vĩnh Lộc                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                394     Huyện Yên Định                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                395     Huyện Thọ Xuân                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                396     Huyện Thường Xuân                  Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                397     Huyện Triệu Sơn                    Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                398     Huyện Thiệu Hóa                    Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                399     Huyện Hoằng Hóa                    Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                400     Huyện Hậu Lộc                      Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                401     Huyện Nga Sơn                      Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                402     Huyện Như Xuân                     Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                403     Huyện Như Thanh                    Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                404     Huyện Nông Cống                    Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                406     Huyện Quảng Xương                  Miền Trung     237     huyện       Khác        False 
38      Tỉnh Thanh Hóa                407     Thị xã Nghi Sơn                    Miền Trung     237     huyện       Khác        False 
40      Tỉnh Nghệ An                  412     Thành phố Vinh                     Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  414     Thị xã Thái Hoà                    Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  415     Huyện Quế Phong                    Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  416     Huyện Quỳ Châu                     Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  417     Huyện Kỳ Sơn                       Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  418     Huyện Tương Dương                  Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  419     Huyện Nghĩa Đàn                    Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  420     Huyện Quỳ Hợp                      Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  421     Huyện Quỳnh Lưu                    Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  422     Huyện Con Cuông                    Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  423     Huyện Tân Kỳ                       Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  424     Huyện Anh Sơn                      Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  425     Huyện Diễn Châu                    Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  426     Huyện Yên Thành                    Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  427     Huyện Đô Lương                     Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  428     Huyện Thanh Chương                 Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  429     Huyện Nghi Lộc                     Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  430     Huyện Nam Đàn                      Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  431     Huyện Hưng Nguyên                  Miền Trung     238     huyện       Khác        False 
40      Tỉnh Nghệ An                  432     Thị xã Hoàng Mai                   Miền Trung     238     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  436     Thành phố Hà Tĩnh                  Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  437     Thị xã Hồng Lĩnh                   Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  439     Huyện Hương Sơn                    Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  440     Huyện Đức Thọ                      Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  441     Huyện Vũ Quang                     Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  442     Huyện Nghi Xuân                    Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  443     Huyện Can Lộc                      Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  444     Huyện Hương Khê                    Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  445     Huyện Thạch Hà                     Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  446     Huyện Cẩm Xuyên                    Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  447     Huyện Kỳ Anh                       Miền Trung     239     huyện       Khác        False 
42      Tỉnh Hà Tĩnh                  449     Thị xã Kỳ Anh                      Miền Trung     239     huyện       Khác        False 
44      Tỉnh Quảng Bình               450     Thành Phố Đồng Hới                 Miền Trung     232     huyện       Khác        False 
44      Tỉnh Quảng Bình               452     Huyện Minh Hóa                     Miền Trung     232     huyện       Khác        False 
44      Tỉnh Quảng Bình               453     Huyện Tuyên Hóa                    Miền Trung     232     huyện       Khác        False 
44      Tỉnh Quảng Bình               454     Huyện Quảng Trạch                  Miền Trung     232     huyện       Khác        False 
44      Tỉnh Quảng Bình               455     Huyện Bố Trạch                     Miền Trung     232     huyện       Khác        False 
44      Tỉnh Quảng Bình               456     Huyện Quảng Ninh                   Miền Trung     232     huyện       Khác        False 
44      Tỉnh Quảng Bình               457     Huyện Lệ Thủy                      Miền Trung     232     huyện       Khác        False 
44      Tỉnh Quảng Bình               458     Thị xã Ba Đồn                      Miền Trung     232     huyện       Khác        False 
45      Tỉnh Quảng Trị                461     Thành phố Đông Hà                  Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                462     Thị xã Quảng Trị                   Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                464     Huyện Vĩnh Linh                    Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                465     Huyện Hướng Hóa                    Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                466     Huyện Gio Linh                     Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                467     Huyện Đa Krông                     Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                468     Huyện Cam Lộ                       Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                469     Huyện Triệu Phong                  Miền Trung     233     huyện       Khác        False 
45      Tỉnh Quảng Trị                470     Huyện Hải Lăng                     Miền Trung     233     huyện       Khác        False 
46      Thành phố Huế                 474     Quận Thuận Hóa                     Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 475     Quận Phú Xuân                      Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 476     Thị xã Phong Điền                  Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 477     Huyện Quảng Điền                   Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 478     Huyện Phú Vang                     Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 479     Thị xã Hương Thủy                  Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 480     Thị xã Hương Trà                   Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 481     Huyện A Lưới                       Miền Trung     234     huyện       Khác        False 
46      Thành phố Huế                 482     Huyện Phú Lộc                      Miền Trung     234     huyện       Khác        False 
48      Thành phố Đà Nẵng             490     Quận Liên Chiểu                    Miền Trung     236     huyện       Khác        True  
48      Thành phố Đà Nẵng             491     Quận Thanh Khê                     Miền Trung     236     huyện       Khác        True  
48      Thành phố Đà Nẵng             492     Quận Hải Châu                      Miền Trung     236     huyện       Khác        True  
48      Thành phố Đà Nẵng             493     Quận Sơn Trà                       Miền Trung     236     huyện       Khác        True  
48      Thành phố Đà Nẵng             494     Quận Ngũ Hành Sơn                  Miền Trung     236     huyện       Khác        True  
48      Thành phố Đà Nẵng             495     Quận Cẩm Lệ                        Miền Trung     236     huyện       Khác        True  
48      Thành phố Đà Nẵng             497     Huyện Hòa Vang                     Miền Trung     236     huyện       Khác        True  
49      Tỉnh Quảng Nam                502     Thành phố Tam Kỳ                   Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                503     Thành phố Hội An                   Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                504     Huyện Tây Giang                    Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                505     Huyện Đông Giang                   Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                506     Huyện Đại Lộc                      Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                507     Thị xã Điện Bàn                    Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                508     Huyện Duy Xuyên                    Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                509     Huyện Quế Sơn                      Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                510     Huyện Nam Giang                    Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                511     Huyện Phước Sơn                    Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                512     Huyện Hiệp Đức                     Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                513     Huyện Thăng Bình                   Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                514     Huyện Tiên Phước                   Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                515     Huyện Bắc Trà My                   Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                516     Huyện Nam Trà My                   Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                517     Huyện Núi Thành                    Miền Trung     235     huyện       Khác        False 
49      Tỉnh Quảng Nam                518     Huyện Phú Ninh                     Miền Trung     235     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               522     Thành phố Quảng Ngãi               Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               524     Huyện Bình Sơn                     Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               525     Huyện Trà Bồng                     Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               527     Huyện Sơn Tịnh                     Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               528     Huyện Tư Nghĩa                     Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               529     Huyện Sơn Hà                       Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               530     Huyện Sơn Tây                      Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               531     Huyện Minh Long                    Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               532     Huyện Nghĩa Hành                   Miền Trung     255     huyện       Khác        False 
51      Tỉnh Quảng Ngãi               533     Huyện Mộ Đức                       Miền Trung     255     huyện       Khác        False 
